pp_name,premises,latitude,longitude
Laverton North,Laverton P-12 College,-37.8572475,144.7713449
Learmonth,Learmonth Football and Netball Club,-37.42158313,143.7128857
Leitchville,Leitchville Primary School,-35.90879086,144.3022848
Lemnos,Lemnos Primary School,-36.35777963,145.4625847
Leongatha,Dakers Centre,-38.47722563,145.9423935
Leongatha East,Leongatha Secondary College,-38.47961624,145.9571663
Leongatha South,Leongatha South and District Community Centre,-38.52981329,145.8803373
Leopold,LINC Stadium (Leopold Primary School),-38.1880715,144.4644283
Lethbridge,Lethbridge Public Hall,-37.96610869,144.1341467
Lexton,Lexton Community Centre,-37.27494498,143.5145017
Lillico,Nilma North and Lillico Memorial Hall,-38.13224215,145.9859324
Lilydale,Lilydale Primary School,-37.75394185,145.3540787
Lilydale Heights,Lilydale Heights College,-37.7460891,145.341416
Lilydale Lake,Lilydale Baptist Church,-37.77683046,145.3626999
Lilydale West,Victoria Roads Primary School,-37.75622127,145.3368431
Lincoln,Croydon Community School,-37.78985756,145.2806507
Lindenow,Lindenow Pre-School,-37.80002044,147.4565694
Linton,Linton Recreation Reserve,-37.68403,143.56666
Lismore,Lismore Primary School,-37.95433857,143.3394101
Little River,Little River Primary School,-37.96450841,144.5010856
Loch,Loch Public Hall,-38.36980833,145.707391
Loch Sport,Loch Sport Community House,-38.0339645,147.5998068
Lockington,Lockington Community Centre,-36.26907357,144.5368693
Lockwood,Lockwood Primary School,-36.80285779,144.1614906
Longford,Longford Primary School,-38.16960583,147.0880553
Longwarry,Longwarry Public Hall,-38.11388033,145.7675968
Longwood,Longwood Community Centre,-36.80447276,145.4236713
Lorne,Lorne Community Connect,-38.53696647,143.9734346
Lower Plenty,Lower Plenty Primary School,-37.7266002,145.1155517
Lower Templestowe,Bulleen Heights School - Manningham Road Campus,-37.77223366,145.1048216
Loxwood,Resurrection Primary School,-37.98930748,145.163398
Loxwood,Resurrection Primary School,-37.98930748,145.163398
Lucas,Lucas Primary School,-37.54814326,143.7810072
Lucas,Lucas Primary School,-37.54814326,143.7810072
Lucknow,Bairnsdale Baptist Church,-37.81943492,147.6544585
Lucknow West,Lucknow Primary School,-37.8137976,147.63037
Ludstone,Ludstone Scout Hall,-37.9341046,145.0129262
Lurg,Lurg Public Hall,-36.58192208,146.1261274
Lynbrook,Lynbrook Primary School,-38.0523999,145.2491093
Lyndale,Lyndale Secondary College,-37.95656617,145.2062586
Lyndale,Lyndale Secondary College,-37.95656617,145.2062586
Lyndhurst,Lyndhurst Secondary College,-38.07409491,145.2695905
Lyndhurst,Lyndhurst Secondary College,-38.07409491,145.2695905
Lyndhurst West,Lyndhurst Primary School,-38.07394245,145.2545621
Lyrebird,Lyrebird Community Centre,-38.10295376,145.1870258
Lysterfield,Lysterfield Primary School,-37.91155435,145.276154
Macarthur,Macarthur Primary School,-38.03077136,142.001495
Macclesfield,Macclesfield Primary School,-37.88972291,145.4755008
Macedon,Macedon Primary School,-37.41870064,144.5634875
Macleod,Macleod College,-37.72554128,145.0709333
Macleod,Macleod College,-37.72554128,145.0709333
Maffra,Maffra Uniting Church Hall,-37.96513261,146.9775841
Magpie,Magpie Primary School,-37.61637476,143.8434561
Maiden Gully,Maiden Gully Primary School,-36.74364279,144.210066
Maidstone,Footscray North Primary School,-37.78716182,144.8835095
Maidstone West,Maidstone Child and Family Centre,-37.78687665,144.8728652
Mailors Flat,Mailors Flat Hall,-38.29093032,142.4733015
Maldon,Maldon Community Centre,-36.99590473,144.0688841
Mallacoota,Miva Miva Centre,-37.55893489,149.7500782
Malmsbury,Malmsbury Primary School,-37.18726962,144.3867725
Malvern,Malvern Central School,-37.85623389,145.0343077
Malvern Central,Korean Church of Melbourne,-37.86706803,145.0325961
Malvern East,Lloyd Street Primary School,-37.87281774,145.0565536
Malvern Lower,Lauriston Girls School,-37.85261452,145.0247425
Malvern South,Malvern Primary School,-37.87100724,145.038666
Manangatang,Manangatang Community Centre,-35.05712677,142.8827089
Manchester,Manchester Primary School,-37.77152212,145.3099075
Manchester,Manchester Primary School,-37.77152212,145.3099075
Mandama,Mandama Primary School,-38.19991862,144.327046
Mandurang,Mandurang Public Hall,-36.82648979,144.3029129
Manifold Heights,Manifold Heights Primary School,-38.13656808,144.3340466
Manifold Heights West,Western Heights Uniting Church,-38.13215361,144.3268642
Manningham,St Clement of Rome Primary School,-37.76772461,145.0909781
Manooka,Burwood East Special Developmental School,-37.85711894,145.1417695
Manor Lakes,Manor Lakes P-12 Specialist College,-37.8739061,144.6015101
Manorvale,Manorvale Primary School,-37.8935401,144.645246
Mansfield,Mansfield Sporting Complex,-37.05519447,146.0869148
Maralinga,Chandler Park Primary School,-37.99254771,145.1804773
Maramba,Maramba Primary School,-38.00375025,145.3024648
Maribyrnong River,Maribyrnong Community Centre,-37.76685557,144.8876389
Marlo,Marlo Primary School,-37.79661795,148.5347515
Marnoo,Marnoo Primary School,-36.6765048,142.8704111
Marong,Marong Community Centre,-36.73356853,144.1330357
Maryborough,Genesis Church,-37.04492008,143.7356862
Maryborough East,Highview College,-37.053332,143.7356028
Maryknoll,Father Pooley Memorial Hall,-38.03250498,145.6018682
Marymeade,Marymede Catholic College,-37.64273288,145.0924263
Marysville,Marysville Primary School,-37.51226844,145.7492039
McCrae,St Katherine's Anglican Hall,-38.3501614,144.9292648
McKinnon,McKinnon Public Hall,-37.910842,145.0358772
McKinnon East,McKinnon Secondary College,-37.91240108,145.0493445
Meadow Glen,Mill Park Secondary College - Senior Campus,-37.64461317,145.062223
Meadow Heights,Meadow Heights Primary School,-37.65022319,144.9230154
Meeniyan,Meeniyan Primary School,-38.57911009,146.0155512
Melbourne,The Scots' Church Melbourne,-37.81477421,144.9684546
Melton,Melton Primary School,-37.68050954,144.5877257
Melton Central,Melton Community Hall,-37.68166876,144.5865152
Melton South,Melton South Primary School,-37.70906281,144.5749247
Melton West,Melton Secondary College,-37.68144471,144.5683866
Melville,St Joseph's School Hall (Brunswick West),-37.76232605,144.9433679
Melville,St Joseph's School Hall (Brunswick West),-37.76232605,144.9433679
Mentone,Kilbreda College,-37.98433333,145.0649324
Mentone,Kilbreda College,-37.98433333,145.0649324
Mentone North,Mentone Scout Hall,-37.97875008,145.0755644
Mentone Park,Mentone Park Primary School,-37.98016022,145.0831815
Mentone West,Mentone Girls Secondary College,-37.98011753,145.0547616
Menzies Creek,Menzies Creek Primary School,-37.91700421,145.394013
Merbein,Merbein Community Hub,-34.1673951,142.0584843
Meredith,Meredith Memorial Hall,-37.84525022,144.071372
Merino,Merino Consolidated School,-37.70660731,141.5486886
Merlynston,Merlynston Progress Hall,-37.71985703,144.9595208
Mernda,Mernda Primary School,-37.59296412,145.0914161
Mernda Central,Mernda Central P-12 College,-37.60502816,145.088212
Mernda Park,Mernda Park Primary School,-37.61485691,145.0957357
Mernda Park,Mernda Park Primary School,-37.61485691,145.0957357
Merri,Merri Creek Primary School,-37.77688162,144.9872341
Merrigum,Merrigum Primary School,-36.36931359,145.1302012
Merrijig,Merrijig Primary School,-37.10300391,146.2577896
Merrilands,William Ruthven Secondary College,-37.69492095,145.0039386
Merton,Merton Memorial Hall,-36.97649,145.70926
Metung,Metung Primary School,-37.88328525,147.8526047
Mickleham,Newbury Primary School,-37.57046568,144.9094771
Mickleham North,Gaayip-Yagila Primary School,-37.52728115,144.9102147
Middle Brighton,Firbank Grammar Junior School,-37.90728344,144.9973545
Middle Park,Middle Park Bowling Club,-37.84954486,144.9652138
Middlefield,Old Orchard Primary School,-37.80705984,145.1502057
Milawa,Milawa Primary School,-36.44425407,146.4324237
Mildura,Salvation Army Church,-34.2060035,142.1560895
Mildura City Central,Mildura Church of Christ,-34.1877803,142.1585627
Mildura Deakin,Chaffey Secondary College - Assembly Hall,-34.19633428,142.1470642
Mildura Ranfurly,Ranfurly Primary School,-34.19321933,142.1331527
Mildura South,Mildura South Primary School,-34.21282949,142.1271446
Mildura West,Mildura West Primary School,-34.18017927,142.1513075
Milgate,Milgate Primary School,-37.7736094,145.1750619
Mill Park,Mill Park Primary School,-37.67476733,145.0658668
Mill Park Heights,Mill Park Heights Primary School,-37.65720263,145.0517704
Millgrove,Millwarra Primary School (Millgrove Campus),-37.7527588,145.6515888
Miners Rest,Miners Rest Primary School,-37.47795248,143.795041
Minyip,Minyip Memorial Hall,-36.46017794,142.5864653
Mirboo North,Mirboo North Town Hall,-38.40074054,146.1549005
Mitcham,Mitcham Uniting Church Hall,-37.81525059,145.1962735
Mitcham South,Rangeview Primary School,-37.82964492,145.2062518
Mitcham South,Rangeview Primary School,-37.82964492,145.2062518
Mitchell,Thomas Mitchell Primary School,-37.98067797,145.2737546
Mitchell Street,St Margaret Mary's Church Hall,-37.75813499,144.9683311
Moe,Albert Street Primary School,-38.17435833,146.2652485
Moe Central,Baringa Special School,-38.19151129,146.2574033
Moe West,St Kieran's School Hall,-38.17944014,146.2541929
Monash East,Notting Hill Neighbourhood House,-37.90637215,145.1493787
Monbulk Central,Monbulk Community Hub,-37.87584429,145.4093731
Monmia,Monmia Primary School,-37.71651508,144.7927466
Mont Albert,Mont Albert Primary School,-37.81303403,145.1038265
Montmorency,Montmorency Primary School,-37.71743363,145.1217434
Montmorency South,Montmorency South Primary School,-37.72445044,145.1291058
Montrose,Montrose Primary School,-37.80797881,145.344587
Montrose South,Billanook Primary School,-37.82488135,145.3394193
Moolap,Moolap Primary School,-38.17052557,144.4239928
Moomba Park,Moomba Park Primary School,-37.69568847,144.9671211
Moonambel,Moonambel State Primary School,-36.98958595,143.3210201
Moonee Ponds,Lowther Hall Anglican Grammar School,-37.75877829,144.9157437
Moonee Ponds Central,Moonee Ponds Primary School,-37.76254986,144.9327361
Moonee Ponds West,Moonee Ponds West Primary School,-37.76895875,144.9093123
Moorabbin Central,City of Kingston Town Hall,-37.93382539,145.035669
Moorabbin Central,City of Kingston Town Hall,-37.93382539,145.035669
Moorabbin Heights,East Bentleigh Primary School,-37.934512,145.0692726
Moorabbin South,Tucker Road Bentleigh Primary School,-37.9322469,145.0488823
Moorabbin South East,Wickham Road Uniting Church Hall,-37.94548347,145.0465085
Moorabbin South East,Wickham Road Uniting Church Hall,-37.94548347,145.0465085
Moorooduc,Moorooduc Primary School,-38.24840007,145.1049717
Mooroolbark,St Peter Julian Eymard Parish Centre,-37.78718895,145.3164964
Mooroolbark East,Mooroolbark East Primary School,-37.78649759,145.3357719
Mooroolbark South,Pembroke Primary School,-37.79672935,145.3273726
Mooroolbark South,Pembroke Primary School,-37.79672935,145.3273726
Mooroopna,Mooroopna Primary School,-36.39101553,145.3602923
Morack,Vermont Secondary College,-37.84343277,145.2005297
Morang South,Morang South Primary School,-37.65314818,145.0958619
Morang South,Morang South Primary School,-37.65314818,145.0958619
Mordialloc East,Allan McLean Hall,-38.00420373,145.0863235
Moreland,Moreland Primary School,-37.75488289,144.9662572
Moreland,Moreland Primary School,-37.75488289,144.9662572
Moriac,Moriac Community Centre,-38.24484879,144.174665
Mornington,St Mark's Uniting Church,-38.22163221,145.0376934
Mornington East,Benton Junior College,-38.2463,145.06113
Mornington South,Peninsula Community Theatre,-38.23194969,145.0396178
Mortlake,Mortlake Soldiers Memorial Hall,-38.07966517,142.8102296
Morwell,Morwell Senior Citizens Centre,-38.23741717,146.3899999
Morwell Central,St Mary's Anglican Church,-38.23517192,146.3946397
Morwell East,Revival Centre International,-38.21891657,146.4183285
Morwell Estate,Kurnai Secondary College,-38.22833916,146.4327677
Mossfiel,Mossfiel Primary School,-37.87286243,144.69596
Mount Clear,Damascus College,-37.61210399,143.8695314
Mount Dandenong,Mount Dandenong Primary School,-37.83003341,145.3616562
Mount Derrimut,Derrimut Primary School,-37.78863592,144.7641728
Mount Duneed,Mount Duneed Regional Primary School,-38.24112644,144.3197863
Mount Duneed Central,Mirripoa Primary School,-38.22504565,144.3283629
Mount Eccles,Mount Eccles Mechanics Institute,-38.36346605,145.9761118
Mount Egerton,Mount Egerton Mechanics Institute,-37.62803976,144.1050909
Mount Evelyn,Reformed Church of Mount Evelyn,-37.78384882,145.376524
Mount Macedon,Mount Macedon Primary School,-37.40494936,144.5842268
Mount Pleasant,Mount Pleasant Primary School,-37.57805009,143.8585519
Mount Ridley,Mount Ridley P-12 College,-37.57945081,144.9235906
Mount View,Mount View Primary School,-37.88348601,145.1793464
Mount Wallace,Mount Wallace Reserve Hall,-37.73864514,144.2186569
Mount Waverley North,Mount Waverley Secondary College - Senior Campus,-37.86834476,145.1338626
Mount Waverley South,Mount Waverley Primary School,-37.88135617,145.1222443
Mountain Gate,Mountain Gate Primary School,-37.88589866,145.2692072
Moyhu,Moyhu Memorial Hall,-36.5779078,146.3755651
Moyston,Moyston Hall,-37.30242955,142.7661171
Mt Beauty,Mount Beauty Community Centre,-36.74291075,147.1707263
Mt Eliza,Mount Eliza Secondary College,-38.18895556,145.0932521
Mt Eliza Central,Toorak College,-38.17276,145.09432
Mt Eliza North,Mt Eliza North Primary School,-38.18838,145.10084
Mt Eliza South,Mount Eliza Primary School,-38.19517326,145.0916808
Mt Erin,Mount Erin College,-38.17439507,145.1462077
Mt Evelyn South,Mount Evelyn Primary School,-37.7907012,145.3886773
Mt Martha,Mt Martha Primary School,-38.2754004,145.0133393
Mudgegonga,Mudgegonga Hall,-36.49321802,146.8296989
Mulgrave,Wellington Reserve Community Centre,-37.92610127,145.1621117
Murchison,Murchison Community Centre,-36.61827434,145.2160035
Murrabit,Murrabit Public Hall,-35.52656939,143.9562114
Murray,Newlands Senior Citizens Club,-37.73604119,144.981116
Murray,Newlands Senior Citizens Club,-37.73604119,144.981116
Murrayville,Mallee Track Health and Community Service,-35.26262745,141.1806817
Murrumbeena,Murrumbeena Primary School,-37.88693556,145.0701654
Murrumbeena South,Duncan Mackinnon Reserve Pavillion,-37.90593578,145.0637175
Murtoa,Murtoa Uniting Church Education Centre,-36.62076463,142.470371
Myrniong,Myrniong Primary School,-37.61982145,144.346383
Myrtleford,Myrtleford Uniting Church Hall,-36.56281676,146.7274439
Nagambie,Nagambie Senior Citizens Hall,-36.78173227,145.155019
Nambrok,Nambrok-Denison Primary School,-38.05470272,146.8741975
Nandaly,Nandaly Hall,-35.3084286,142.6992062
Nangiloc,Nangiloc-Colignan Primary School,-34.47354152,142.3579021
Nanneella,Nanneella Estate Primary School,-36.3127521,144.777998
Napoleons,Napoleons Primary School,-37.67909211,143.8273716
Nar Nar Goon,Nar Nar Goon Community Centre,-38.082994,145.5742689
Nar Nar Goon North,Nar Nar Goon North Public Hall,-38.01859972,145.555574
Narbethong,Narbethong Community Hall,-37.55106,145.65963
Naringal,Naringal Public Hall,-38.39617929,142.6930538
Narracan,Narracan Public Hall,-38.25950988,146.227472
Narrawong,Narrawong Mechanics Institute,-38.25320191,141.7100519
Narre Warren,Narre Warren Mechanics Institute Hall,-38.02400566,145.3059511
Narre Warren North,Narre Warren North Primary School,-37.97850035,145.3168249
Narre Warren South,Narre Warren South P-12 College,-38.05036958,145.2857487
Nathalia,Nathalia Uniting Church Hall,-36.05691602,145.2073615
Natimuk,Natimuk Soldiers Memorial Hall,-36.74267606,141.9401225
Neerim Junction,Neerim Junction Public Hall,-37.92820491,145.9613395
Neerim South,Neerim South Primary School,-38.01562367,145.9552608
Nelson,Nelson Community Centre,-38.04778972,141.0064513
Nerrena,Nerrena Public Hall,-38.50929876,145.9973022
Netherby,Netherby Hall,-36.10861309,141.6516017
New Gisborne,New Gisborne Primary School,-37.46289389,144.5948093
Newborough,Newborough Public Hall,-38.18669593,146.2918363
Newborough East,Newborough East Primary School,-38.17913048,146.2939687
Newbridge,Newbridge Public Hall,-36.74048792,143.9002348
Newcomb,Newcomb Park Primary School,-38.16535002,144.3949005
Newcomb South,Newcomb Secondary College,-38.17102148,144.3936069
Newham,Newham Primary School,-37.31191834,144.594432
Newhaven,Newhaven Community Hall,-38.51344982,145.3582513
Newlands,Newlands Primary School,-37.73032819,144.9857856
Newlands,Newlands Primary School,-37.73032819,144.9857856
Newlands Arm,Newlands Arm Community Centre,-37.92808327,147.6927617
Newlyn,Newlyn Primary School,-37.4120285,143.9842009
Newmarket,Wingate Avenue Community Centre,-37.77917267,144.9196492
Newmerella,Newmerella Primary School,-37.7352294,148.433591
Newport,Newport Lakes Primary School,-37.83796137,144.8783931
Newport East,Home Road Kindergarten,-37.84116702,144.8876869
Newport West,Bayside Secondary College - Paisley Campus,-37.84344126,144.863747
Newry,Upper Maffra Mechanics Institute,-37.91652213,146.8959885
Newstead,Newstead Community Centre,-37.1070809,144.0604946
Nhill,Nhill Uniting Church Hall,-36.33516061,141.648472
Nichols Point,Nichols Point Primary School,-34.20790189,142.204285
Nicholson,Nicholson Recreation Rooms,-37.81568335,147.7482969
Niddrie,Airport West Uniting Church,-37.72543865,144.8743736
Niddrie Central,Rosehill Secondary College,-37.74675296,144.8848539
Nilma,Nilma Primary School,-38.16566,145.9742556
Noble Park,Noble Park Primary School,-37.9709372,145.1736692
Noble Park,Noble Park Primary School,-37.9709372,145.1736692
Noble Park North,Noble Park Community Centre,-37.96169122,145.1729331
Noble Park South,Keysborough College - Acacia Campus,-37.98446762,145.1825981
Noojee,Noojee Community Hall,-37.89265289,145.9982127
Noorat,Noorat Primary School,-38.19095653,142.9285782
Norlane,Cloverdale Community Centre,-38.07281621,144.3438505
Norlane West,Northern Bay College - Peacock Campus,-38.08899869,144.3428257
Norris Bank,Norris Bank Primary School,-37.69356066,145.0439259
North Melbourne,North Melbourne Primary School,-37.79813734,144.9511457
North Melbourne East,St Joseph's Flexible Learning Centre,-37.80378508,144.9550429
North Shore,Northern Bay P-12 College - Tallis Campus,-38.08961171,144.3650663
North Warrandyte,North Warrandyte Family Centre,-37.72922284,145.2149219
Northcote,Santa Maria College,-37.76996883,145.0036503
Northcote North,Northcote Baptist Church Hall,-37.76370955,144.9998804
Northcote South,Westgarth Primary School,-37.77758453,145.0063986
Northvale,Albany Rise Primary School,-37.92853401,145.1728215
Norwood,Norwood Secondary College,-37.80020525,145.2376512
Norwood,Norwood Secondary College,-37.80020525,145.2376512
Nowa Nowa,Nowa Nowa Community Health Centre,-37.7305121,148.0925884
Nullawarre,Nullawarre Public Hall,-38.46978522,142.7545383
Numurkah,Numurkah Town Hall,-36.09225791,145.4428669
Nunawading,1st Nunawading Scout Hall,-37.8145469,145.1736283
Nunawading East,Mullauna Secondary College,-37.80684892,145.19021
Nunawading South,Mt Pleasant Road Primary School,-37.82853253,145.1801908
Nunawading South,Mt Pleasant Road Primary School,-37.82853253,145.1801908
Nungurner,Nungurner Primary School,-37.86550395,147.8887693
Nyah,Nyah Memorial Hall,-35.17323388,143.3771406
Nyah West,Nyah District Primary School,-35.18576116,143.3430622
Nyora,Nyora Primary School,-38.33623297,145.6746143
Oak Park,Oak Park Primary School,-37.71549933,144.9147011
Oakgrove,Oakgrove Community Centre,-38.05717548,145.2983001
Oakleigh Central,Emmanuel Anglican Church Hall,-37.90654158,145.0899592
Oakleigh East,Amsleigh Park Primary School,-37.9004356,145.109298
Oakleigh North,Christ Our Holy Redeemer Primary School,-37.8967344,145.1049486
Oakleigh South,Oakleigh South Primary School,-37.92265763,145.0945198
Oatlands,Oatlands Primary School,-38.00642887,145.3163324
Oberon,Oberon Primary School,-38.17893191,144.3420273
Ocean Grove,Ocean Grove Primary School,-38.26418055,144.5224428
Officer,Officer Primary School,-38.05823954,145.4102938
Officer East,St Francis Xavier College Officer Campus,-38.06085765,145.4364883
Officer South East,Bridgewood Primary School,-38.07187279,145.4196223
Olinda,Olinda Primary School,-37.8547606,145.3660978
Olympic Village,Olympic Village Primary School,-37.7405231,145.0409971
Omeo,Soldiers Memorial Hall,-37.10066659,147.5915249
Orbost,St James Anglican Parish Hall,-37.70819824,148.4564032
Orford,Orford Memorial Hall,-38.20372163,142.0993203
Ormond,Kilvington Grammar School,-37.89944641,145.0419402
Ormond West,Ormond Primary School,-37.90704321,145.0335551
Orrong,Our Lady of Lourdes School,-37.8525392,145.0094165
Orrvale,Orrvale Primary School,-36.40971528,145.4405736
Osborne,Osborne Primary School,-38.25687518,145.040194
Ouyen,Ouyen and District Senior Citizens Clubrooms,-35.0685367,142.3157116
Oxley,Oxley Shire Hall,-36.44349619,146.383472
Pakenham,Pakenham Secondary College,-38.07229663,145.4720134
Pakenham Central,Pakenham Uniting Church Hall,-38.07661355,145.482355
Pakenham Hills,Pakenham Hills Primary School,-38.0615805,145.4964449
Pakenham Lakeside,Pakenham Lakeside Primary School,-38.06849544,145.4389637
Pakenham Springs,Pakenham Springs Primary School,-38.08578614,145.4703797
Pakenham Upper,Pakenham Upper Public Hall,-38.01018969,145.5108127
Panmure,Panmure Mechanics Institute,-38.33505042,142.7293314
Panton Hill,Panton Hill Primary School,-37.64181469,145.2397077
Park Orchards,Park Orchards Community Centre,-37.77842208,145.2152523
Park Ridge,Park Ridge Primary School,-37.91879873,145.2625826
Parkdale,St David's Parkdale Uniting Church,-37.9923618,145.0789771
Parkdale Central,Parkdale Primary School,-37.99265281,145.085087
Parkdale East,Parkdale Secondary College,-37.98991993,145.0934009
Parkmore,Parkmore Primary School,-37.84364375,145.1765853
Parkville,University High School - Performance Centre,-37.79691184,144.9557768
Parkwood Green,Parkwood Green Primary School,-37.69922824,144.7441658
Pascoe Vale,Pascoe Vale Girl Guides Hall,-37.72858187,144.9443267
Pascoe Vale Central,Antonine College - St Joseph Campus,-37.74092708,144.9422545
Pascoe Vale North,Pascoe Vale North Primary School,-37.72148008,144.9476152
Pascoe Vale South,Pascoe Vale South Primary School,-37.7454959,144.93563
Patterson Lakes,Patterson Lakes Community Centre,-38.06894602,145.1433119
Patterson Park,Patterson Park Hall,-37.73213365,142.0257544
Paynesville,Paynesville Community Centre,-37.91973,147.7231214
Pearcedale,Pearcedale Primary School,-38.20249787,145.2302995
Penshurst,Penshurst Memorial Hall,-37.87637142,142.2900668
Peterborough,Peterborough Hall,-38.60708017,142.876998
Piangil,Piangil Community Centre,-35.05526267,143.3132225
Picola,Picola Public Hall,-35.99912628,145.1087563
Pinewood,Pinewood Primary School,-37.89009412,145.1423246
Piries-Goughs Bay,Goughs Bay Boat Club,-37.19051028,146.0681301
Plenty,Plenty Community Hall,-37.67059997,145.1227396
Plumpton,Springside West Secondary College,-37.71574941,144.7278602
Point Cook East,Saltwater P-9 College,-37.90986507,144.7683077
Point Cook North,Point Cook College,-37.89325948,144.7261258
Point Lonsdale,Point Lonsdale Primary School,-38.27386256,144.6213449
Pomonal,Pomonal Hall,-37.19527864,142.6091483
Poowong,Poowong Consolidated School,-38.34322647,145.7678997
Porepunkah,Porepunkah Primary School,-36.69898812,146.9117854
Port Albert,Port Albert Mechanics Institute,-38.6724363,146.6922836
Port Campbell,Port Campbell Baptist Church,-38.61932429,142.9955604
Port Fairy,St Patrick's Parish Primary School,-38.38622505,142.231423
Port Franklin,Port Franklin Public Hall,-38.68341316,146.2775605
Port Melbourne,Port Melbourne Primary School,-37.83579575,144.9332726
Port Melbourne East,Sol Green Community Centre,-37.83384393,144.9520572
Port Melbourne West,Albert Park Secondary College,-37.84442678,144.9476803
Portarlington,Portarlington Parks Hall,-38.11514235,144.6551316
Portland,Drill Hall,-38.35207016,141.6062962
Portland South,South Portland Hall,-38.36663193,141.6135662
Portland South West,Portland Scout Hall,-38.33505101,141.6036982
Portsea,Watson's Pavilion,-38.32547564,144.7110167
Prahran,Grattan Gardens Community Centre,-37.84707076,144.9914533
Prahran East,Prahran RSL Memorial Hall,-37.85239812,144.9980952
Preston,Sacred Heart School,-37.74473606,145.0040985
Preston,Sacred Heart School,-37.74473606,145.0040985
Preston East,The Pavilion School - East Preston Campus,-37.73776458,145.0181757
Preston North East,Preston North East Primary School,-37.73374745,145.0301695
Preston South,HLT Oulton Reserve - T MacNamara Pavilion,-37.74844373,145.0214402
Preston South,HLT Oulton Reserve - T MacNamara Pavilion,-37.74844373,145.0214402
Preston West,Preston West Primary School,-37.73757894,144.9950937
Puckapunyal,Puckapunyal Primary School,-37.00218426,145.034988
Purnim,Purnim Mechanics Hall,-38.28102176,142.6178888
Pyalong,Pyalong Primary School,-37.11715912,144.8569822
Pyramid Hill,Pyramid Hill Memorial Hall,-36.05380939,144.11487
Quambatook,Quambatook Memorial Hall,-35.84944157,143.5208925
Quarry Hill,Quarry Hill Primary School,-36.7753988,144.2802036
Queen Victoria,Drill Hall,-37.80649291,144.9604803
Queenscliff,Queenscliff Primary School,-38.2673603,144.6562174
Rainbow,Rainbow Civic Centre,-35.89786845,141.9944268
Ramlegh Park,Ramlegh Park Primary School,-38.11541636,145.3379862
Ramlegh Park,Ramlegh Park Primary School,-38.11541636,145.3379862
Rangebank,Rangebank Primary School,-38.08727915,145.2761711
Rawson,Rawson Primary School,-37.95798813,146.3989019
Raywood,Raywood Public Hall,-36.53564478,144.2073976
Red Cliffs,St Joseph's School Red Cliffs,-34.30260952,142.187975
Red Hill,Red Hill Consolidated School,-38.3663862,144.994897
Redan,Phoenix P-12 Community College - Redan Campus,-37.58823436,143.8323303
Redan Central,Betty Day Centre,-37.86283894,144.9871371
Redesdale,Redesdale Public Hall,-37.0229194,144.5315402
Regent,Preston Primary School,-37.73066122,145.010501
Research,Research Primary School,-37.70250947,145.1841651
Reservoir,Reservoir Primary School,-37.71087499,145.0066666
Reservoir Central,Reservoir Senior Citizens Centre,-37.72035289,145.0004155
Reservoir East,Holy Name Primary School Hall,-37.73071281,145.0180051
Reservoir North,Reservoir Views Primary School,-37.7052934,145.0222273
Reservoir North East,East Reservoir Senior Citizens Centre,-37.7158417,145.0189621
Reservoir South,St Mark's Hall,-37.72646817,144.9935461
Reservoir West,Reservoir West Primary School,-37.72203773,144.9910035
Rhyll,Rhyll Mechanics Hall,-38.46327799,145.3030107
Richmond,St Ignatius Church Hall,-37.82166277,144.9977006
Richmond Central,Yarra Primary School Hall,-37.81518382,145.0070748
Richmond North 106,Community Hall 106,-37.81221632,144.9957466
Richmond North 110,Community Hall 110,-37.811855,144.9987904
Richmond South,Richmond Primary School,-37.82988415,145.0003327
Riddell,Riddells Creek Primary School,-37.46058666,144.679886
Ringwood,St Paul's Anglican Church Hall,-37.80970754,145.2307576
Ringwood East,4th Ringwood Scout Hall,-37.80842605,145.2446046
Ringwood Heights,Ringwood Heights Primary School,-37.80380958,145.2174397
Ringwood North,Ringwood North Primary School,-37.79316277,145.2306631
Ringwood South,Maroondah Federation Estate,-37.81963408,145.2301487
Ripponlea East,Ripponlea Primary School,-37.87434998,145.0038335
Riverbend,Riverbend Primary School,-37.87517,144.62594
Riverwalk,Riverwalk Primary School,-37.92170906,144.6394634
Robinvale,Robinvale Community Arts Centre,-34.57873017,142.7721033
Rochester,Rochester Uniting Church,-36.35853131,144.7018539
Rockbank,Rockbank Primary School,-37.73171972,144.6617482
Rockbank North,Aintree Primary School,-37.72405926,144.666979
Rokeby,Rokeby Public Hall,-38.07094162,145.9267636
Rokewood,Rokewood Primary School,-37.9034345,143.7228886
Rolling Hills,Rolling Hills Primary School,-37.76637637,145.3266428
Rollins,Rollins Primary School,-38.10056612,144.32684
Romsey,Romsey Primary School,-37.35397593,144.7446291
Rosanna,Rosanna Primary School,-37.73521971,145.0626777
Rosebud,Rosebud Memorial Hall,-38.35650902,144.9007277
Rosebud East,Rosebud Primary School,-38.35494719,144.9083063
Rosebud South,Genu,-38.36158729,144.9130375
Rosebud West,Rosebud Secondary College,-38.36869396,144.889201
Rosedale,Rosedale Sports Complex,-38.15428319,146.7734781
Rosewood Downs,Rosewood Downs Primary School,-37.94430472,145.2143525
Ross Creek,Ross Creek Hall,-37.63339858,143.7576796
Rowellyn Park,Rowellyn Park Primary School,-38.10376069,145.1913169
Rowville,Rowville Primary School,-37.92363326,145.2368364
Rowville East,1st Rowville Scout Hall,-37.92425782,145.2434085
